timestamp,x,y,z,rx,ry,rz
431101.094091,-0.005470,0.002401,0.025597,0.148862,0.123182,-0.065995
431101.110759,-0.005544,0.002404,0.024940,0.149016,0.118353,-0.065836
431101.127427,-0.005618,0.002423,0.024374,0.148599,0.113593,-0.066285
431101.144095,-0.005259,0.001758,0.024486,0.146100,0.109253,-0.066220
431101.160763,-0.005141,0.001553,0.024283,0.141121,0.104798,-0.066160
431101.177431,-0.005099,0.001509,0.024062,0.135581,0.100824,-0.066520
431101.194099,-0.005082,0.001515,0.023899,0.130874,0.097660,-0.067106
431101.210767,-0.005080,0.001530,0.023771,0.126877,0.095160,-0.067138
431101.227435,-0.004930,0.001343,0.023598,0.124325,0.094670,-0.066526
431101.244103,-0.004846,0.001279,0.023657,0.124229,0.095397,-0.066419
431101.260770,-0.004776,0.001237,0.023809,0.126233,0.097334,-0.066259
431101.277438,-0.004711,0.001176,0.023941,0.128616,0.099468,-0.065563
431101.294106,-0.004640,0.001069,0.024012,0.130862,0.101300,-0.064119
431101.310774,-0.004574,0.000914,0.024018,0.132864,0.103638,-0.061777
431101.327442,-0.004517,0.000722,0.024003,0.134259,0.104690,-0.059411
431101.344110,-0.004544,0.000720,0.023627,0.134232,0.105079,-0.057257
431101.360778,-0.004555,0.000640,0.023517,0.134424,0.105886,-0.055631
431101.377446,-0.004533,0.000612,0.023650,0.135725,0.108538,-0.055282
431101.394114,-0.004473,0.000665,0.024023,0.138856,0.113308,-0.056191
431101.410782,-0.004400,0.000756,0.024487,0.141415,0.119471,-0.056767
431101.427450,-0.004329,0.000781,0.024915,0.142026,0.123856,-0.056682
431101.444118,-0.004289,0.000796,0.025241,0.139256,0.126712,-0.055291
431101.460786,-0.004232,0.000647,0.025641,0.136029,0.129612,-0.052733
431101.477454,-0.004152,0.000426,0.026244,0.134042,0.133961,-0.050073
431101.494122,-0.004051,0.000202,0.027088,0.133558,0.140306,-0.047958
431101.510790,-0.003944,0.000011,0.028113,0.134341,0.148474,-0.045833
431101.527457,-0.003849,-0.000206,0.029233,0.136312,0.156701,-0.044555
431101.544125,-0.003721,-0.000680,0.030574,0.138490,0.164129,-0.043164
431101.560793,-0.003656,-0.001015,0.031660,0.139351,0.169851,-0.041502
431101.577461,-0.003642,-0.001254,0.032566,0.137911,0.173621,-0.040130
431101.594129,-0.003650,-0.001432,0.033410,0.135454,0.176927,-0.039340
431101.610797,-0.003651,-0.001591,0.034275,0.134069,0.180865,-0.038934
431101.627465,-0.003597,-0.001983,0.035286,0.134352,0.185162,-0.038286
431101.644133,-0.003590,-0.002216,0.036121,0.135110,0.188843,-0.037836
431101.660801,-0.003630,-0.002381,0.036774,0.135441,0.191024,-0.037436
431101.677469,-0.003716,-0.002516,0.037246,0.135047,0.191409,-0.036957
431101.694137,-0.003848,-0.002629,0.037542,0.133699,0.189906,-0.036443
431101.710805,-0.004024,-0.002693,0.037677,0.131329,0.186757,-0.036136
431101.727473,-0.003858,-0.002919,0.037635,0.129121,0.183648,-0.035969
431101.744141,-0.003935,-0.002963,0.037694,0.127024,0.180410,-0.036708
431101.760809,-0.004098,-0.002952,0.037816,0.125615,0.177637,-0.037530
431101.777476,-0.004278,-0.002950,0.037978,0.124928,0.175595,-0.037963
431101.794144,-0.004448,-0.002992,0.038125,0.125358,0.173702,-0.037742
431101.810812,-0.004608,-0.003063,0.038233,0.127235,0.171653,-0.037145
431101.827480,-0.004205,-0.003518,0.038437,0.130536,0.170470,-0.036412
431101.844148,-0.004149,-0.003734,0.038487,0.133350,0.167846,-0.035945
431101.860816,-0.004233,-0.003856,0.038337,0.134766,0.163765,-0.035487
431101.877484,-0.004373,-0.003948,0.037970,0.135331,0.158206,-0.035013
431101.894152,-0.004542,-0.004029,0.037396,0.136227,0.151328,-0.034573
431101.910820,-0.004702,-0.004099,0.036728,0.138247,0.144579,-0.034385
431101.927488,-0.004347,-0.004133,0.036081,0.141642,0.140386,-0.034496
431101.944156,-0.004216,-0.004207,0.035562,0.145031,0.137119,-0.034134
431101.960824,-0.004130,-0.004307,0.035109,0.147281,0.134969,-0.033161
431101.977492,-0.004045,-0.004435,0.034719,0.148794,0.134072,-0.031869
431101.994159,-0.003946,-0.004581,0.034388,0.150645,0.134439,-0.030714
431102.010827,-0.003855,-0.004722,0.034073,0.153103,0.135418,-0.029725
431102.027495,-0.003477,-0.004764,0.033850,0.155970,0.137221,-0.029202
431102.044163,-0.003312,-0.004780,0.033666,0.159379,0.139262,-0.029169
431102.060831,-0.003211,-0.004765,0.033598,0.163973,0.142436,-0.029647
431102.077499,-0.003127,-0.004739,0.033644,0.169100,0.146219,-0.030470
431102.094167,-0.003042,-0.004713,0.033761,0.172344,0.149851,-0.031017
431102.110835,-0.002952,-0.004696,0.033896,0.172511,0.153273,-0.030659
431102.127503,-0.002869,-0.004708,0.034034,0.170473,0.155083,-0.029615
431102.144171,-0.002657,-0.004664,0.034001,0.166947,0.156097,-0.028179
431102.160839,-0.002582,-0.004629,0.034096,0.164061,0.156413,-0.027180
431102.177507,-0.002581,-0.004565,0.034277,0.163124,0.156847,-0.027059
431102.194175,-0.002612,-0.004474,0.034546,0.163784,0.158027,-0.027632
431102.210843,-0.002653,-0.004379,0.034894,0.164452,0.159759,-0.028340
431102.227511,-0.002635,-0.004660,0.035500,0.164163,0.162220,-0.028782
431102.244179,-0.002618,-0.004771,0.036081,0.162565,0.165081,-0.028749
431102.260847,-0.002588,-0.004864,0.036685,0.159541,0.168267,-0.028009
431102.277515,-0.002540,-0.004984,0.037283,0.155114,0.171327,-0.026345
431102.294182,-0.002471,-0.005143,0.037844,0.150273,0.174052,-0.024093
431102.310850,-0.002397,-0.005335,0.038333,0.146340,0.176174,-0.021658
431102.327518,-0.002205,-0.005840,0.038750,0.144463,0.177793,-0.019643
431102.344186,-0.002121,-0.006153,0.039118,0.144195,0.179457,-0.018432
431102.360854,-0.002077,-0.006404,0.039444,0.145319,0.181404,-0.017927
431102.377522,-0.002040,-0.006645,0.039730,0.146757,0.183458,-0.017422
431102.394190,-0.001997,-0.006880,0.039995,0.148167,0.185732,-0.016669
431102.410858,-0.001945,-0.007133,0.040277,0.150668,0.188437,-0.015727
431102.427526,-0.001888,-0.007424,0.040565,0.153532,0.191296,-0.014544
431102.444194,-0.001790,-0.007739,0.040748,0.155291,0.194012,-0.012867
431102.460862,-0.001581,-0.008051,0.040628,0.154607,0.196209,-0.010911
431102.477530,-0.001459,-0.008309,0.040712,0.151647,0.197957,-0.008990
431102.494198,-0.001367,-0.008506,0.040877,0.148465,0.199853,-0.007323
431102.510866,-0.001309,-0.008658,0.041096,0.147630,0.202054,-0.006333
431102.527533,-0.001189,-0.008870,0.041495,0.149207,0.204574,-0.006320
431102.544201,-0.001147,-0.009001,0.041838,0.151937,0.207372,-0.006410
431102.560869,-0.001133,-0.009135,0.042165,0.154356,0.210190,-0.005954
431102.577537,-0.001112,-0.009301,0.042487,0.155448,0.212895,-0.004482
431102.594205,-0.001074,-0.009493,0.042807,0.155078,0.215470,-0.002264
431102.610873,-0.001010,-0.009674,0.043160,0.153826,0.218307,0.000213
431102.627541,-0.000923,-0.009829,0.043547,0.152466,0.221573,0.002409
431102.644209,-0.000838,-0.009957,0.043910,0.151059,0.224741,0.004406
431102.660877,-0.000455,-0.009914,0.044255,0.149153,0.227009,0.005782
431102.677545,-0.000332,-0.009917,0.044454,0.146521,0.227921,0.006790
431102.694213,-0.000329,-0.009935,0.044546,0.144797,0.227965,0.007292
431102.710881,-0.000385,-0.009978,0.044577,0.145035,0.227809,0.007070
431102.727549,-0.000462,-0.010031,0.044571,0.146196,0.227559,0.006681
431102.744217,-0.000461,-0.010153,0.044555,0.146660,0.227155,0.006439
431102.760884,-0.000479,-0.010223,0.044551,0.145883,0.227094,0.006445
431102.777552,-0.000482,-0.010265,0.044605,0.144492,0.227576,0.006544
431102.794220,-0.000468,-0.010283,0.044738,0.143086,0.228725,0.006594
431102.810888,-0.000449,-0.010286,0.044925,0.141917,0.230232,0.006614
431102.827556,-0.000442,-0.010276,0.045131,0.141390,0.231711,0.006460
431102.844224,-0.000417,-0.010270,0.045343,0.141123,0.232826,0.006238
431102.860892,-0.000317,-0.010272,0.045561,0.140462,0.233375,0.005937
431102.877560,-0.000306,-0.010211,0.045735,0.139397,0.233928,0.005776
431102.894228,-0.000328,-0.010107,0.045920,0.138264,0.234663,0.005412
431102.910896,-0.000374,-0.009953,0.046124,0.136454,0.235421,0.004700
431102.927564,-0.000435,-0.009767,0.046349,0.134033,0.236171,0.003640
431102.944232,-0.000502,-0.009585,0.046585,0.132171,0.237188,0.002593
431102.960900,-0.000567,-0.009637,0.046708,0.131971,0.238240,0.002076
431102.977568,-0.000636,-0.009646,0.046856,0.132840,0.238974,0.001918
431102.994236,-0.000704,-0.009664,0.046983,0.134083,0.239474,0.001974
431103.010904,-0.000756,-0.009700,0.047100,0.134980,0.240007,0.002219
431103.027571,-0.000786,-0.009755,0.047187,0.134571,0.240392,0.002849
431103.044239,-0.000685,-0.009979,0.047018,0.133549,0.240449,0.003830
431103.060907,-0.000645,-0.010089,0.046930,0.132338,0.240267,0.004565
431103.077575,-0.000638,-0.010143,0.046863,0.131782,0.240008,0.004707
431103.094243,-0.000658,-0.010177,0.046804,0.131673,0.239733,0.004436
431103.110911,-0.000703,-0.010212,0.046746,0.131375,0.239276,0.004250
431103.127579,-0.000591,-0.010331,0.046841,0.130575,0.238888,0.004377
431103.144247,-0.000581,-0.010411,0.046855,0.129919,0.238568,0.004648
431103.160915,-0.000597,-0.010489,0.046857,0.129893,0.238572,0.004948
431103.177583,-0.000616,-0.010562,0.046871,0.130368,0.238848,0.005089
431103.194251,-0.000640,-0.010619,0.046876,0.130286,0.238995,0.005210
431103.210919,-0.000674,-0.010654,0.046854,0.129592,0.238791,0.005349
431103.227587,-0.000723,-0.010667,0.046824,0.128345,0.238357,0.005228
431103.244255,-0.000457,-0.010669,0.046809,0.126941,0.237853,0.005048
431103.260922,-0.000381,-0.010676,0.046817,0.125823,0.237664,0.004762
431103.277591,-0.000344,-0.010703,0.046878,0.125075,0.238144,0.004656
431103.294258,-0.000308,-0.010756,0.046962,0.124493,0.239002,0.004947
431103.310926,-0.000279,-0.010812,0.047026,0.123607,0.239562,0.005485
431103.327594,-0.000187,-0.010877,0.046950,0.122421,0.239740,0.005767
431103.344262,-0.000164,-0.010913,0.046949,0.121551,0.239953,0.005680
431103.360930,-0.000167,-0.010965,0.046957,0.121681,0.240207,0.005585
431103.377598,-0.000190,-0.011032,0.046927,0.121864,0.240126,0.005663
431103.394266,-0.000241,-0.011090,0.046840,0.121111,0.239324,0.005723
431103.410934,-0.000311,-0.011141,0.046727,0.119614,0.238088,0.005596
431103.427602,-0.000372,-0.011199,0.046631,0.118069,0.237066,0.005572
431103.444270,-0.000408,-0.011279,0.046578,0.117324,0.236681,0.005712
431103.460938,-0.000295,-0.011403,0.046532,0.117617,0.237019,0.005963
431103.477606,-0.000253,-0.011540,0.046500,0.118148,0.237179,0.006251
431103.494273,-0.000226,-0.011701,0.046462,0.118335,0.237155,0.006758
431103.510942,-0.000192,-0.011892,0.046424,0.118132,0.237048,0.007613
431103.527609,-0.000076,-0.012130,0.046252,0.118035,0.236901,0.008606
431103.544277,0.000006,-0.012337,0.046171,0.117541,0.236665,0.009451
431103.560945,0.000056,-0.012512,0.046088,0.116330,0.235917,0.010117
431103.577613,0.000074,-0.012654,0.045995,0.114702,0.234728,0.010487
431103.594281,0.000076,-0.012782,0.045929,0.113075,0.233743,0.010604
431103.610949,0.000077,-0.012913,0.045893,0.111909,0.233013,0.010764
431103.627617,0.000071,-0.013034,0.045867,0.110581,0.232201,0.010943
431103.644285,0.000054,-0.013172,0.045926,0.109255,0.231238,0.010915
431103.660953,0.000030,-0.013252,0.045968,0.108551,0.230722,0.010630
431103.677621,-0.000001,-0.013305,0.046035,0.108113,0.230567,0.010337
431103.694289,-0.000030,-0.013317,0.046125,0.106781,0.230536,0.010148
431103.710957,-0.000058,-0.013264,0.046245,0.104193,0.230626,0.009750
431103.727625,-0.000014,-0.013095,0.046306,0.100920,0.231084,0.008879
431103.744292,-0.000001,-0.012936,0.046450,0.097818,0.231827,0.007727
431103.760961,-0.000008,-0.012778,0.046578,0.094780,0.232319,0.006699
431103.777628,-0.000062,-0.012610,0.046641,0.091799,0.231829,0.005567
431103.794296,-0.000167,-0.012420,0.046636,0.088974,0.230483,0.004026
431103.810964,-0.000304,-0.012225,0.046585,0.086594,0.228895,0.002231
431103.827632,-0.000377,-0.012188,0.046496,0.086060,0.227808,0.000553
431103.844300,-0.000463,-0.012115,0.046461,0.087598,0.227353,-0.001074
431103.860968,-0.000539,-0.012044,0.046452,0.090018,0.227355,-0.002483
431103.877636,-0.000623,-0.011969,0.046429,0.091653,0.227023,-0.003781
431103.894304,-0.000718,-0.011908,0.046371,0.091828,0.226060,-0.005054
431103.910972,-0.000815,-0.011886,0.046297,0.090482,0.224486,-0.006056
431103.927640,-0.000777,-0.011799,0.046000,0.086934,0.223131,-0.006240
431103.944308,-0.000761,-0.011801,0.045947,0.082634,0.222227,-0.005992
431103.960976,-0.000734,-0.011812,0.046058,0.079308,0.222477,-0.005976
431103.977644,-0.000706,-0.011827,0.046276,0.078804,0.223753,-0.006469
431103.994312,-0.000698,-0.011878,0.046515,0.080000,0.225143,-0.007006
431104.010980,-0.000691,-0.011978,0.046707,0.080602,0.226100,-0.006811
431104.027647,-0.000573,-0.012160,0.046823,0.080031,0.226360,-0.005994
431104.044315,-0.000540,-0.012309,0.046911,0.078164,0.225929,-0.005038
431104.060983,-0.000531,-0.012458,0.047009,0.076089,0.225518,-0.004094
431104.077651,-0.000505,-0.012632,0.047098,0.074653,0.225235,-0.002614
431104.094319,-0.000469,-0.012818,0.047122,0.073350,0.224347,-0.000608
431104.110987,-0.000451,-0.012975,0.047021,0.070807,0.222119,0.001554
431104.127655,-0.000470,-0.013119,0.046844,0.067211,0.218602,0.003324
431104.144323,-0.000532,-0.013186,0.046622,0.064967,0.215164,0.003962
431104.160991,-0.000587,-0.013233,0.046479,0.065765,0.213219,0.003898
431104.177659,-0.000584,-0.013261,0.046496,0.068143,0.213705,0.003847
431104.194327,-0.000517,-0.013265,0.046673,0.070825,0.216235,0.003863
431104.210995,-0.000426,-0.013261,0.046932,0.073171,0.219696,0.004202
431104.227663,-0.000255,-0.013286,0.047089,0.075238,0.222768,0.004719
431104.244331,-0.000193,-0.013291,0.047186,0.076420,0.224204,0.005204
431104.260998,-0.000221,-0.013244,0.047195,0.076142,0.223827,0.005323
431104.277666,-0.000304,-0.013108,0.047196,0.074597,0.222938,0.004642
431104.294334,-0.000406,-0.012896,0.047258,0.073521,0.222512,0.002995
431104.311002,-0.000506,-0.012654,0.047351,0.073135,0.222771,0.001056
431104.327670,-0.000570,-0.012302,0.047556,0.073964,0.223122,-0.000661
431104.344338,-0.000639,-0.012068,0.047655,0.074936,0.223367,-0.001828
431104.361006,-0.000699,-0.011910,0.047697,0.075225,0.223316,-0.002275
431104.377674,-0.000747,-0.011796,0.047711,0.074732,0.223157,-0.002163
431104.394342,-0.000777,-0.011689,0.047733,0.074329,0.223257,-0.002023
431104.411010,-0.000799,-0.011565,0.047783,0.074629,0.223819,-0.002313
431104.427678,-0.000817,-0.011443,0.047848,0.075623,0.224574,-0.002888
431104.444346,-0.000743,-0.011401,0.047932,0.076616,0.225308,-0.003292
431104.461014,-0.000705,-0.011346,0.047983,0.077072,0.226067,-0.003392
431104.477682,-0.000689,-0.011309,0.047979,0.077024,0.226268,-0.003234
431104.494349,-0.000706,-0.011277,0.047912,0.076637,0.225607,-0.003134
431104.511017,-0.000750,-0.011240,0.047853,0.076688,0.224731,-0.003490
431104.527685,-0.000781,-0.011036,0.047901,0.076832,0.225019,-0.004074
431104.544353,-0.000768,-0.010952,0.048109,0.076799,0.226698,-0.004418
431104.561021,-0.000723,-0.010956,0.048397,0.075973,0.228718,-0.003870
431104.577689,-0.000673,-0.011014,0.048691,0.074055,0.230300,-0.002649
431104.594357,-0.000646,-0.011091,0.048941,0.072105,0.230677,-0.001547
431104.611025,-0.000675,-0.011163,0.049156,0.070837,0.229824,-0.000993
431104.627693,-0.000740,-0.011225,0.049390,0.069795,0.228603,-0.000898
431104.644361,-0.000792,-0.011333,0.049702,0.067530,0.226921,-0.000892
431104.661029,-0.000828,-0.011511,0.050095,0.063661,0.224534,-0.000676
431104.677697,-0.000916,-0.011666,0.050439,0.059234,0.221751,-0.000237
431104.694365,-0.001000,-0.011900,0.050869,0.055396,0.219543,0.000610
431104.711033,-0.001025,-0.012272,0.051418,0.052276,0.218187,0.002271
431104.727701,-0.000977,-0.012801,0.052042,0.049431,0.217622,0.005058
431104.744369,-0.000754,-0.013539,0.052504,0.046824,0.216799,0.008675
431104.761036,-0.000602,-0.014345,0.053015,0.042501,0.214855,0.012575
431104.777704,-0.000420,-0.015192,0.053593,0.037026,0.213131,0.016528
431104.794372,-0.000149,-0.016090,0.054308,0.031963,0.213111,0.020545
431104.811040,0.000218,-0.017011,0.055133,0.027333,0.214789,0.024579
431104.827708,0.000633,-0.017973,0.056065,0.023956,0.217558,0.028284
431104.844376,0.001098,-0.018917,0.056948,0.022579,0.221209,0.031714
431104.861044,0.001549,-0.019889,0.057751,0.022949,0.224826,0.035221
431104.877712,0.001954,-0.020896,0.058457,0.024441,0.228039,0.039067
431104.894380,0.002302,-0.021902,0.059055,0.026492,0.230949,0.042906
431104.911048,0.002584,-0.022859,0.059511,0.028711,0.233124,0.046310
431104.927716,0.002806,-0.023698,0.059822,0.030199,0.234390,0.049031
431104.944384,0.002784,-0.024471,0.060043,0.031384,0.235317,0.050828
431104.961052,0.002877,-0.025136,0.060203,0.033604,0.236605,0.052304
431104.977719,0.002983,-0.025748,0.060303,0.035923,0.237396,0.053801
431104.994388,0.003051,-0.026286,0.060304,0.035134,0.236887,0.055550
431105.011056,0.003119,-0.026781,0.060259,0.032575,0.236274,0.057410
431105.027723,0.003216,-0.027281,0.060212,0.030421,0.236039,0.059207
431105.044391,0.003462,-0.027735,0.060438,0.027890,0.235885,0.061205
431105.061059,0.003640,-0.028174,0.060436,0.024811,0.235330,0.063134
431105.077727,0.003776,-0.028550,0.060370,0.022042,0.234702,0.064251
431105.094395,0.003879,-0.028876,0.060325,0.021157,0.234697,0.064384
431105.111063,0.003958,-0.029220,0.060292,0.022703,0.235274,0.064135
431105.127731,0.004007,-0.029615,0.060191,0.023917,0.234805,0.064223
431105.144399,0.004173,-0.030490,0.060360,0.023771,0.233234,0.065043
431105.161067,0.004274,-0.031093,0.060281,0.022816,0.231843,0.066201
431105.177735,0.004357,-0.031588,0.060171,0.022736,0.231089,0.067254
431105.194403,0.004420,-0.032014,0.060093,0.023464,0.230943,0.067927
431105.211071,0.004457,-0.032401,0.060030,0.024253,0.231021,0.068339
431105.227738,0.004463,-0.032764,0.059936,0.024032,0.230195,0.068880
431105.244406,0.004763,-0.033181,0.059676,0.022756,0.228665,0.069488
431105.261074,0.004833,-0.033507,0.059435,0.021106,0.226370,0.070041
431105.277742,0.004823,-0.033771,0.059191,0.019847,0.223921,0.070206
431105.294410,0.004787,-0.034040,0.058990,0.019499,0.221987,0.070082
431105.311078,0.004803,-0.034401,0.058867,0.020287,0.221458,0.070566
431105.327746,0.004912,-0.034896,0.058829,0.021262,0.222022,0.072428
431105.344414,0.005308,-0.035609,0.059076,0.021503,0.223382,0.075297
431105.361082,0.005600,-0.036226,0.059145,0.020873,0.224705,0.078040
431105.377750,0.005817,-0.036741,0.059113,0.020981,0.225686,0.079618
431105.394418,0.005954,-0.037178,0.058989,0.022054,0.225889,0.079892
431105.411086,0.006028,-0.037568,0.058773,0.022673,0.225008,0.079775
431105.427754,0.006161,-0.038016,0.058532,0.022492,0.223614,0.079645
431105.444422,0.006260,-0.038407,0.058284,0.021991,0.222576,0.080007
431105.461090,0.006346,-0.038780,0.058060,0.022640,0.222400,0.080730
431105.477757,0.006411,-0.039101,0.057852,0.025321,0.222975,0.081408
431105.494425,0.006437,-0.039324,0.057653,0.029603,0.223966,0.081547
431105.511093,0.006407,-0.039436,0.057450,0.033913,0.224642,0.081099
431105.527761,0.006507,-0.039339,0.057085,0.036946,0.225114,0.080541
431105.544429,0.006466,-0.039219,0.056762,0.037994,0.224444,0.079931
431105.561097,0.006364,-0.039041,0.056388,0.037182,0.222795,0.079333
431105.577765,0.006226,-0.038815,0.055964,0.035784,0.220496,0.078780
431105.594433,0.006064,-0.038538,0.055562,0.034862,0.218440,0.077883
431105.611101,0.005885,-0.038198,0.055238,0.035894,0.217427,0.076299
431105.627769,0.005651,-0.037777,0.054968,0.039646,0.217379,0.073497
431105.644437,0.005470,-0.037210,0.054802,0.044374,0.216514,0.069310
431105.661105,0.005323,-0.036537,0.054655,0.047693,0.213954,0.064783
431105.677773,0.004988,-0.035899,0.054227,0.047954,0.209379,0.060717
431105.694441,0.004600,-0.035217,0.053684,0.045474,0.203536,0.056940
431105.711109,0.004195,-0.034428,0.053109,0.042397,0.197703,0.052586
431105.727776,0.003752,-0.033527,0.052539,0.039801,0.191607,0.046732
431105.744445,0.003544,-0.032652,0.051935,0.038360,0.185409,0.040250
431105.761112,0.003110,-0.031777,0.051302,0.038382,0.178892,0.033807
431105.777780,0.002633,-0.030968,0.050647,0.039548,0.172576,0.028231
431105.794448,0.002215,-0.030239,0.050023,0.040869,0.167176,0.024163
431105.811116,0.001914,-0.029606,0.049488,0.040468,0.163529,0.022206
431105.827784,0.001730,-0.029101,0.049108,0.036975,0.161934,0.022073
431105.844452,0.002068,-0.028691,0.048817,0.033413,0.162285,0.022720
431105.861120,0.002196,-0.028252,0.048686,0.030404,0.162886,0.023345
431105.877788,0.002246,-0.027789,0.048658,0.026570,0.163831,0.023910
431105.894456,0.002258,-0.027321,0.048719,0.021881,0.165054,0.024234
431105.911124,0.002228,-0.026837,0.048800,0.015278,0.165899,0.024453
431105.927792,0.002151,-0.026354,0.048864,0.007580,0.165783,0.024364
431105.944460,0.002249,-0.026190,0.049001,-0.000124,0.165623,0.024044
431105.961127,0.002196,-0.025910,0.049112,-0.006687,0.165341,0.023599
431105.977796,0.002103,-0.025591,0.049217,-0.010307,0.165228,0.022550
431105.994463,0.002014,-0.025310,0.049290,-0.012939,0.165430,0.021714
431106.011131,0.001995,-0.025165,0.049314,-0.017330,0.165829,0.022429
431106.027799,0.002082,-0.025161,0.049369,-0.022942,0.166183,0.024817
431106.044467,0.002178,-0.025213,0.049423,-0.028591,0.167434,0.027290
431106.061135,0.002217,-0.025219,0.049529,-0.032219,0.169746,0.028283
431106.077803,0.002233,-0.025080,0.049726,-0.034454,0.171728,0.027433
431106.094471,0.002173,-0.024815,0.049854,-0.036218,0.172053,0.024983
431106.111139,0.002063,-0.024536,0.049906,-0.039222,0.171244,0.022432
431106.127807,0.001965,-0.024394,0.049921,-0.044876,0.169556,0.021699
431106.144475,0.001878,-0.024471,0.050040,-0.052924,0.167588,0.023242
431106.161143,0.001904,-0.024602,0.050190,-0.060253,0.166375,0.026133
431106.177811,0.002028,-0.024689,0.050572,-0.064043,0.168405,0.029060
431106.194479,0.002145,-0.024754,0.051248,-0.058881,0.174201,0.029988
431106.211147,0.002200,-0.024832,0.051946,-0.050202,0.180015,0.030348
431106.227815,0.002234,-0.024944,0.052561,-0.045065,0.184230,0.030963
